,City,Lat,Lng,Country,Wind,Cloud,Humidity,Max Temp.,Date
388,sisimiut,66.94,-53.67,GL,7.25,100,82,39.54,1603069806
389,guerrero negro,27.98,-114.06,MX,9.84,96,70,74.21,1603069806
390,grand-lahou,5.14,-5.02,CI,7.0,26,92,76.28,1603069806
391,deloraine,-41.53,146.67,AU,3.0,99,65,62.01,1603069807
392,aripuana,-9.17,-60.63,BR,0.78,100,94,71.53,1603069807
393,havre,49.58,0.33,FR,3.36,90,93,50.0,1603069807
394,bereda,43.27,-7.54,ES,1.01,100,100,55.0,1603069807
395,komsomolskiy,40.43,71.72,UZ,9.17,0,57,50.0,1603069808
396,anadyr,64.75,177.48,RU,4.68,93,92,28.4,1603069808
397,deer lake,49.17,-57.43,CA,3.36,5,93,35.6,1603069808
398,coihaique,-45.58,-72.07,CL,5.82,90,69,39.2,1603069808
399,novovarshavka,54.17,74.69,RU,7.56,78,93,31.73,1603069808
400,chaozhou,23.67,116.64,CN,4.47,2,69,73.4,1603069809
401,killybegs,54.63,-8.45,IE,7.0,100,94,54.0,1603069619
402,gorontalo,0.54,123.06,ID,3.18,71,72,84.31,1603069809
403,sinnamary,5.38,-52.95,GF,10.02,0,79,80.58,1603069809
404,salinopolis,-0.61,-47.36,BR,11.48,25,79,79.63,1603069809
405,daru,-9.08,143.21,PG,11.72,100,71,84.15,1603069810
406,yar-sale,66.83,70.83,RU,6.08,0,95,18.63,1603069810
407,tibati,6.47,12.63,CM,1.63,38,89,65.03,1603069522
408,mugur-aksy,50.35,90.5,RU,8.28,100,89,19.13,1603069522
409,high rock,26.62,-78.28,BS,11.41,75,88,78.8,1603069523
410,huarmey,-10.07,-78.15,PE,8.12,13,83,62.8,1603069810
411,lagdo,9.05,13.73,CM,1.39,8,69,75.15,1603069523
412,kovalevskoye,45.19,40.98,RU,1.97,100,85,61.39,1603069811
413,lavrentiya,65.58,-171.0,RU,3.31,39,83,36.97,1603069524
414,jabinyanah,35.03,10.91,TN,4.7,20,77,62.6,1603069811
415,maniitsoq,65.42,-52.9,GL,38.05,100,90,41.11,1603069812
416,adre,13.47,22.2,TD,8.79,18,23,75.47,1603069812
417,aasiaat,68.71,-52.87,GL,21.54,100,80,36.88,1603069812
418,baykalovo,57.4,63.77,RU,15.84,100,75,38.16,1603069812
419,chama,47.18,8.46,CH,2.39,40,93,46.0,1603069525
420,abu samrah,35.3,37.18,SY,3.47,0,67,58.32,1603069813
421,charcas,23.13,-101.12,MX,8.52,16,40,67.19,1603069813
422,elko,41.0,-115.5,US,16.11,1,13,71.6,1603069813
423,tagusao,9.19,117.81,PH,4.68,100,71,84.0,1603069526
424,ayagoz,47.97,80.44,KZ,14.05,0,86,30.09,1603069814
425,rezekne,56.5,27.32,LV,12.28,29,91,34.88,1603069526
426,gwadar,25.12,62.33,PK,19.84,9,25,77.9,1603069814
427,presidencia roque saenz pena,-26.79,-60.44,AR,8.01,0,52,81.79,1603069814
428,ilo,-17.64,-71.34,PE,0.81,70,76,60.91,1603069814
429,coos bay,43.37,-124.22,US,3.15,1,77,64.99,1603069815
430,excelsior springs,39.34,-94.23,US,3.36,40,56,44.01,1603069815
431,lipin bor,60.26,37.98,RU,11.86,100,97,32.97,1603069528
432,kamakwie,9.5,-12.23,SL,0.58,100,95,75.11,1603069815
433,balkhash,46.84,74.98,KZ,17.63,0,67,39.51,1603069815
434,kununurra,-15.77,128.73,AU,8.05,29,38,93.2,1603069528
435,nazare,-13.04,-39.01,BR,3.22,11,91,71.55,1603069816
436,kidodi,-7.6,37.0,TZ,1.12,6,85,71.46,1603069816
437,pokhara,28.23,83.98,NP,2.35,50,61,69.01,1603069624
438,ocos,14.51,-92.19,GT,3.36,75,89,84.2,1603069816
439,viseu,40.66,-7.91,PT,21.99,75,76,64.0,1603069817
440,darab,28.75,54.54,IR,6.38,0,20,57.38,1603069530
441,lata,40.16,-8.33,PT,3.36,97,76,61.0,1603069817
442,tarn taran,31.45,74.93,IN,2.66,0,88,64.4,1603069818
443,labuhan,-6.88,112.21,ID,3.38,100,76,80.33,1603069818
444,aklavik,68.22,-135.01,CA,3.36,20,67,17.6,1603069531
445,lahaina,20.88,-156.68,US,6.71,75,62,91.4,1603069633
446,tibagi,-24.51,-50.41,BR,5.84,79,91,62.49,1603069819
447,lasa,46.62,10.7,IT,3.36,5,93,48.0,1603069819
448,vega de alatorre,20.03,-96.63,MX,1.07,4,81,77.41,1603069819
449,los llanos de aridane,28.66,-17.92,ES,5.82,69,73,75.2,1603069819
450,vestmannaeyjar,63.44,-20.27,IS,12.97,0,71,43.43,1603069820
451,petropavlovsk-kamchatskiy,53.05,158.65,RU,2.24,75,100,46.4,1603069820
452,pundaguitan,6.37,126.17,PH,7.65,100,76,82.71,1603069820
453,lompoc,34.64,-120.46,US,11.41,1,77,64.4,1603069820
454,marawi,8.0,124.29,PH,5.01,100,85,78.01,1603069533
455,homer,59.64,-151.55,US,1.34,90,75,42.8,1603069821
456,terney,45.05,136.61,RU,4.65,13,51,46.74,1603069821
457,itarema,-2.92,-39.92,BR,14.34,26,80,79.39,1603069822
458,artyshta,54.12,86.29,RU,10.85,71,94,28.42,1603069534
459,bafra,41.57,35.91,TR,5.82,75,93,62.6,1603069822
460,point pedro,9.82,80.23,LK,9.4,95,80,81.05,1603069822
461,suraabad,40.82,49.47,AZ,9.17,0,88,64.4,1603069823
462,namatanai,-3.67,152.43,PG,3.44,82,60,86.34,1603069823
463,erenhot,43.65,111.98,CN,15.88,0,46,45.97,1603069823
464,soe,-9.86,124.28,ID,4.79,16,37,84.38,1603069535
465,deyang,31.13,104.38,CN,1.21,60,1,64.0,1603069823
466,nova russas,-4.71,-40.56,BR,10.22,87,58,78.6,1603069823
467,yarmouth,41.71,-70.23,US,3.36,75,87,54.0,1603069530
468,ucluelet,48.93,-125.55,CA,10.29,90,93,55.4,1603069551
469,saint-pierre,-21.34,55.48,RE,8.05,1,60,69.8,1603069824
470,naryan-mar,67.67,53.09,RU,3.29,58,96,27.72,1603069727
471,gainesville,29.65,-82.32,US,9.17,75,88,75.2,1603069607
472,auki,-8.77,160.7,SB,2.71,10,75,84.15,1603069825
473,salalah,17.02,54.09,OM,6.93,16,29,77.0,1603069825
474,aguimes,27.91,-15.45,ES,8.05,20,77,69.8,1603069537
475,blagoyevo,63.37,47.92,RU,8.39,100,98,30.54,1603069825
476,melilla,35.29,-2.94,ES,1.12,12,82,64.4,1603069826
477,puerto quijarro,-17.78,-57.77,BO,9.89,93,68,79.59,1603069826
478,adrar,20.5,-10.07,MR,8.48,0,23,84.65,1603069826
479,brigantine,39.41,-74.36,US,4.7,1,82,61.0,1603069826
480,caxito,-8.58,13.66,AO,6.93,40,88,75.2,1603069826
481,axim,4.87,-2.24,GH,6.49,15,88,76.57,1603069827
482,bongandanga,1.5,21.05,CD,3.04,100,99,69.71,1603069827
483,chengde,40.97,117.94,CN,2.71,0,42,52.84,1603069827
